externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
equivalent_absorption_area:decaare,DecaARE,daa,Decare,Equivalent Absorption Area,1000,None,qudt.org,http://qudt.org/vocab/unit/DecaARE
equivalent_absorption_area:ha,HA,ha,Hectare,Equivalent Absorption Area,10000,None,qudt.org,http://qudt.org/vocab/unit/HA
equivalent_absorption_area:centim2,CentiM2,cm²,Square Centimetre,Equivalent Absorption Area,0.0001,None,qudt.org,http://qudt.org/vocab/unit/CentiM2
equivalent_absorption_area:decim2,DeciM2,dm²,Square Decimetre,Equivalent Absorption Area,0.01,None,qudt.org,http://qudt.org/vocab/unit/DeciM2
equivalent_absorption_area:ft2,FT2,ft²,Square Foot,Equivalent Absorption Area,0.09290304,None,qudt.org,http://qudt.org/vocab/unit/FT2
equivalent_absorption_area:in2,IN2,in²,Square Inch,Equivalent Absorption Area,0.00064516,None,qudt.org,http://qudt.org/vocab/unit/IN2
equivalent_absorption_area:microm2,MicroM2,Î¼m²,Square Micrometre,Equivalent Absorption Area,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/MicroM2
equivalent_absorption_area:mi2,MI2,mi²,Square Mile,Equivalent Absorption Area,2589988.11,None,qudt.org,http://qudt.org/vocab/unit/MI2
equivalent_absorption_area:millim2,MilliM2,mm²,Square Millimetre,Equivalent Absorption Area,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliM2
equivalent_absorption_area:nanom2,NanoM2,nm²,Square Nanometre,Equivalent Absorption Area,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/NanoM2
equivalent_absorption_area:yd2,YD2,sqyd,Square Yard,Equivalent Absorption Area,0.83612736,None,qudt.org,http://qudt.org/vocab/unit/YD2
equivalent_absorption_area:are,ARE,a,are,Equivalent Absorption Area,100,None,qudt.org,http://qudt.org/vocab/unit/ARE
equivalent_absorption_area:m2,M2,m²,square metre,Equivalent Absorption Area,1,None,qudt.org,http://qudt.org/vocab/unit/M2
exchange_integral:j,J,J,joule,Exchange Integral,1,None,qudt.org,http://qudt.org/vocab/unit/J
exhaust_gases_specific_heat:btu_it-per-lb-deg_f,BTU_IT-PER-LB-DEG_F,Btu{IT}/(lb⋅°F),BTU per Pound Degree Fahrenheit,Exhaust Gases Specific Heat,None,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_F
exhaust_gases_specific_heat:btu_it-per-lb-deg_r,BTU_IT-PER-LB-DEG_R,Btu{IT}/(lb⋅°R),BTU per Pound Degree Rankine,Exhaust Gases Specific Heat,None,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_R
exhaust_gases_specific_heat:btu_it-per-lb_f-deg_f,BTU_IT-PER-LB_F-DEG_F,Btu{IT}/(lbf⋅°F),British Thermal Unit (international Table) Per Pound Degree Fahrenheit,Exhaust Gases Specific Heat,4186.8,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_F
exhaust_gases_specific_heat:btu_it-per-lb_f-deg_r,BTU_IT-PER-LB_F-DEG_R,Btu{IT}/(lbf⋅°R),British Thermal Unit (international Table) Per Pound Degree Rankine,Exhaust Gases Specific Heat,426.9,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_R
exhaust_gases_specific_heat:btu_th-per-lb-deg_f,BTU_TH-PER-LB-DEG_F,Btu{th}/(lb⋅°F),British Thermal Unit (thermochemical) Per Pound Degree Fahrenheit,Exhaust Gases Specific Heat,426.654,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH-PER-LB-DEG_F
exhaust_gases_specific_heat:cal_it-per-gm-deg_c,CAL_IT-PER-GM-DEG_C,cal{IT}/(g⋅°C),Calorie (international Table) Per Gram Degree Celsius,Exhaust Gases Specific Heat,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM-DEG_C
exhaust_gases_specific_heat:cal_it-per-gm-k,CAL_IT-PER-GM-K,cal{IT}/(g⋅K),Calorie (international Table) Per Gram Kelvin,Exhaust Gases Specific Heat,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM-K
exhaust_gases_specific_heat:cal_th-per-gm-deg_c,CAL_TH-PER-GM-DEG_C,cal{th}/(g⋅°C),Calorie (thermochemical) Per Gram Degree Celsius,Exhaust Gases Specific Heat,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM-DEG_C
exhaust_gases_specific_heat:cal_th-per-gm-k,CAL_TH-PER-GM-K,cal{th}/(g⋅K),Calorie (thermochemical) Per Gram Kelvin,Exhaust Gases Specific Heat,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM-K
exhaust_gases_specific_heat:kilocal-per-gm-deg_c,KiloCAL-PER-GM-DEG_C,kcal/(g⋅°C),Calorie per Gram Degree Celsius,Exhaust Gases Specific Heat,None,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-GM-DEG_C
exhaust_gases_specific_heat:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Exhaust Gases Specific Heat,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
exhaust_stream_power:btu_it-per-hr,BTU_IT-PER-HR,Btu{IT}/hr,BTU per Hour,Exhaust Stream Power,0.29307107,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-HR
exhaust_stream_power:btu_it-per-sec,BTU_IT-PER-SEC,Btu{IT}/s,BTU per Second,Exhaust Stream Power,1055.055853,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-SEC
exhaust_stream_power:bar-m3-per-sec,BAR-M3-PER-SEC,bar⋅m³/s,Bar Cubic Metre Per Second,Exhaust Stream Power,100,None,qudt.org,http://qudt.org/vocab/unit/BAR-M3-PER-SEC
exhaust_stream_power:bar-l-per-sec,BAR-L-PER-SEC,bar⋅L/s,Bar Litre Per Second,Exhaust Stream Power,100,None,qudt.org,http://qudt.org/vocab/unit/BAR-L-PER-SEC
exhaust_stream_power:hp_boiler,HP_Boiler,HP{boiler},Boiler Horsepower,Exhaust Stream Power,9809.5,None,qudt.org,http://qudt.org/vocab/unit/HP_Boiler
exhaust_stream_power:erg-per-sec,ERG-PER-SEC,erg/s,Erg per Second,Exhaust Stream Power,1.00E-07,None,qudt.org,http://qudt.org/vocab/unit/ERG-PER-SEC
exhaust_stream_power:ft-lb_f-per-hr,FT-LB_F-PER-HR,ft⋅lbf/hr,Foot Pound Force per Hour,Exhaust Stream Power,0.00376616129,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F-PER-HR
exhaust_stream_power:ft-lb_f-per-min,FT-LB_F-PER-MIN,ft⋅lbf/min,Foot Pound Force per Minute,Exhaust Stream Power,0.0225969678,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F-PER-MIN
exhaust_stream_power:ft-lb_f-per-sec,FT-LB_F-PER-SEC,ft⋅lbf/s,Foot Pound Force per Second,Exhaust Stream Power,1.35581807,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F-PER-SEC
exhaust_stream_power:gigaj-per-hr,GigaJ-PER-HR,GJ/hr,Gigajoule Per Hour,Exhaust Stream Power,3600000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaJ-PER-HR
exhaust_stream_power:gigaw,GigaW,GW,Gigawatt,Exhaust Stream Power,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaW
exhaust_stream_power:hp,HP,HP,Horsepower,Exhaust Stream Power,745.6999,None,qudt.org,http://qudt.org/vocab/unit/HP
exhaust_stream_power:hp_brake,HP_Brake,HP{brake},Horsepower (brake),Exhaust Stream Power,9809.5,None,qudt.org,http://qudt.org/vocab/unit/HP_Brake
exhaust_stream_power:hp_electric,HP_Electric,HP{electric},Horsepower (electric),Exhaust Stream Power,746,None,qudt.org,http://qudt.org/vocab/unit/HP_Electric
exhaust_stream_power:hp_metric,HP_Metric,HP{metric},Horsepower (metric),Exhaust Stream Power,735.4988,None,qudt.org,http://qudt.org/vocab/unit/HP_Metric
exhaust_stream_power:j-per-hr,J-PER-HR,J/hr,Joule Per Hour,Exhaust Stream Power,3600,None,qudt.org,http://qudt.org/vocab/unit/J-PER-HR
exhaust_stream_power:j-per-sec,J-PER-SEC,J/s,Joule Per Second,Exhaust Stream Power,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-SEC
exhaust_stream_power:kilobtu_it-per-hr,KiloBTU_IT-PER-HR,kBtu{IT}/hr,Kilo British Thermal Unit (International Definition) per Hour,Exhaust Stream Power,293.07107,None,qudt.org,http://qudt.org/vocab/unit/KiloBTU_IT-PER-HR
exhaust_stream_power:kilocal-per-min,KiloCAL-PER-MIN,kcal/min,Kilocalorie Per Minute,Exhaust Stream Power,69.7333333,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-MIN
exhaust_stream_power:kilocal-per-sec,KiloCAL-PER-SEC,kcal/s,Kilocalorie Per Second,Exhaust Stream Power,4184,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-SEC
exhaust_stream_power:kilow,KiloW,kW,Kilowatt,Exhaust Stream Power,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloW
exhaust_stream_power:megabtu_it-per-hr,MegaBTU_IT-PER-HR,MBtu{IT}/hr,Mega British Thermal Unit (International Definition) per Hour,Exhaust Stream Power,293071.07,None,qudt.org,http://qudt.org/vocab/unit/MegaBTU_IT-PER-HR
exhaust_stream_power:megaw,MegaW,MW,MegaW,Exhaust Stream Power,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaW
exhaust_stream_power:megaj-per-hr,MegaJ-PER-HR,MJ/hr,Megajoule Per Hour,Exhaust Stream Power,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ-PER-HR
exhaust_stream_power:megaj-per-sec,MegaJ-PER-SEC,MJ/s,Megajoule Per Second,Exhaust Stream Power,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ-PER-SEC
exhaust_stream_power:megapa-m3-per-sec,MegaPA-M3-PER-SEC,MPa⋅m³/s,Megapascal Cubic Metre Per Second,Exhaust Stream Power,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaPA-M3-PER-SEC
exhaust_stream_power:megapa-l-per-sec,MegaPA-L-PER-SEC,MPa⋅L/s,Megapascal Litre Per Second,Exhaust Stream Power,1000,None,qudt.org,http://qudt.org/vocab/unit/MegaPA-L-PER-SEC
exhaust_stream_power:microw,MicroW,mW,Microwatt,Exhaust Stream Power,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroW
exhaust_stream_power:milliw,MilliW,mW,MilliW,Exhaust Stream Power,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliW
exhaust_stream_power:millibar-m3-per-sec,MilliBAR-M3-PER-SEC,mbar⋅m³/s,Millibar Cubic Metre Per Second,Exhaust Stream Power,100,None,qudt.org,http://qudt.org/vocab/unit/MilliBAR-M3-PER-SEC
exhaust_stream_power:millibar-l-per-sec,MilliBAR-L-PER-SEC,mbar⋅L/s,Millibar Litre Per Second,Exhaust Stream Power,0.1,None,qudt.org,http://qudt.org/vocab/unit/MilliBAR-L-PER-SEC
exhaust_stream_power:nanow,NanoW,nW,Nanowatt,Exhaust Stream Power,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoW
exhaust_stream_power:psi-m3-per-sec,PSI-M3-PER-SEC,psi⋅m³/s,PSI Cubic Metre Per Second,Exhaust Stream Power,6894.757,None,qudt.org,http://qudt.org/vocab/unit/PSI-M3-PER-SEC
exhaust_stream_power:pa-m3-per-sec,PA-M3-PER-SEC,Pa⋅m³/s,Pascal Cubic Metre Per Second,Exhaust Stream Power,1,None,qudt.org,http://qudt.org/vocab/unit/PA-M3-PER-SEC
exhaust_stream_power:pa-l-per-sec,PA-L-PER-SEC,Pa⋅L/s,Pascal Litre Per Second,Exhaust Stream Power,0.001,None,qudt.org,http://qudt.org/vocab/unit/PA-L-PER-SEC
exhaust_stream_power:picow,PicoW,pW,Picowatt,Exhaust Stream Power,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoW
exhaust_stream_power:psi-in3-per-sec,PSI-IN3-PER-SEC,psi⋅in³/s,Psi Cubic Inch Per Second,Exhaust Stream Power,0.1129848,None,qudt.org,http://qudt.org/vocab/unit/PSI-IN3-PER-SEC
exhaust_stream_power:psi-yd3-per-sec,PSI-YD3-PER-SEC,psi⋅yd³/s,Psi Cubic Yard Per Second,Exhaust Stream Power,5271.42,None,qudt.org,http://qudt.org/vocab/unit/PSI-YD3-PER-SEC
exhaust_stream_power:teraw,TeraW,TW,Terawatt,Exhaust Stream Power,1000000000000,None,qudt.org,http://qudt.org/vocab/unit/TeraW
exhaust_stream_power:thm_us-per-hr,THM_US-PER-HR,thm{US}/hr,Therm US per Hour,Exhaust Stream Power,29300.1111,None,qudt.org,http://qudt.org/vocab/unit/THM_US-PER-HR
exhaust_stream_power:ton_fg,TON_FG,t/fg,Ton of Refrigeration,Exhaust Stream Power,3516.853,None,qudt.org,http://qudt.org/vocab/unit/TON_FG
exhaust_stream_power:w,W,W,watt,Exhaust Stream Power,1,None,qudt.org,http://qudt.org/vocab/unit/W
exit_plane_cross-sectional_area:ac,AC,acre,Acre,Exit Plane Cross-sectional Area,4046.856422,None,qudt.org,http://qudt.org/vocab/unit/AC
exit_plane_cross-sectional_area:barn,BARN,b,Barn,Exit Plane Cross-sectional Area,1.00E-28,None,qudt.org,http://qudt.org/vocab/unit/BARN
exit_plane_cross-sectional_area:mil_circ,MIL_Circ,cmil,Circular Mil,Exit Plane Cross-sectional Area,5.07E-10,None,qudt.org,http://qudt.org/vocab/unit/MIL_Circ
exit_plane_cross-sectional_area:decaare,DecaARE,daa,Decare,Exit Plane Cross-sectional Area,1000,None,qudt.org,http://qudt.org/vocab/unit/DecaARE
exit_plane_cross-sectional_area:ha,HA,ha,Hectare,Exit Plane Cross-sectional Area,10000,None,qudt.org,http://qudt.org/vocab/unit/HA
exit_plane_cross-sectional_area:centim2,CentiM2,cm²,Square Centimetre,Exit Plane Cross-sectional Area,0.0001,None,qudt.org,http://qudt.org/vocab/unit/CentiM2
exit_plane_cross-sectional_area:decim2,DeciM2,dm²,Square Decimetre,Exit Plane Cross-sectional Area,0.01,None,qudt.org,http://qudt.org/vocab/unit/DeciM2
exit_plane_cross-sectional_area:ft2,FT2,ft²,Square Foot,Exit Plane Cross-sectional Area,0.09290304,None,qudt.org,http://qudt.org/vocab/unit/FT2
exit_plane_cross-sectional_area:in2,IN2,in²,Square Inch,Exit Plane Cross-sectional Area,0.00064516,None,qudt.org,http://qudt.org/vocab/unit/IN2
exit_plane_cross-sectional_area:microm2,MicroM2,Î¼m²,Square Micrometre,Exit Plane Cross-sectional Area,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/MicroM2
exit_plane_cross-sectional_area:mi2,MI2,mi²,Square Mile,Exit Plane Cross-sectional Area,2589988.11,None,qudt.org,http://qudt.org/vocab/unit/MI2
exit_plane_cross-sectional_area:millim2,MilliM2,mm²,Square Millimetre,Exit Plane Cross-sectional Area,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliM2
exit_plane_cross-sectional_area:nanom2,NanoM2,nm²,Square Nanometre,Exit Plane Cross-sectional Area,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/NanoM2
exit_plane_cross-sectional_area:yd2,YD2,sqyd,Square Yard,Exit Plane Cross-sectional Area,0.83612736,None,qudt.org,http://qudt.org/vocab/unit/YD2
exit_plane_cross-sectional_area:are,ARE,a,are,Exit Plane Cross-sectional Area,100,None,qudt.org,http://qudt.org/vocab/unit/ARE
exit_plane_cross-sectional_area:m2,M2,m²,square metre,Exit Plane Cross-sectional Area,1,None,qudt.org,http://qudt.org/vocab/unit/M2
exit_plane_pressure:bar,BAR,bar,Bar,Exit Plane Pressure,100000,None,qudt.org,http://qudt.org/vocab/unit/BAR
exit_plane_pressure:barad,BARAD,Ba,Barad,Exit Plane Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARAD
exit_plane_pressure:barye,BARYE,Ba,Barye,Exit Plane Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARYE
exit_plane_pressure:centibar,CentiBAR,cbar,Centibar,Exit Plane Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/CentiBAR
exit_plane_pressure:centim_hg,CentiM_HG,cmHg,Centimetre Of Mercury,Exit Plane Pressure,1333.224,None,qudt.org,http://qudt.org/vocab/unit/CentiM_HG
exit_plane_pressure:centim_h2o,CentiM_H2O,cmH₂0,Conventional Centimetre Of Water,Exit Plane Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/CentiM_H2O
exit_plane_pressure:millim_h2o,MilliM_H2O,mmH₂0,Conventional Millimetre Of Water,Exit Plane Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/MilliM_H2O
exit_plane_pressure:decapa,DecaPA,daPa,Decapascal,Exit Plane Pressure,10,None,qudt.org,http://qudt.org/vocab/unit/DecaPA
exit_plane_pressure:decibar,DeciBAR,dbar,Decibar,Exit Plane Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/DeciBAR
exit_plane_pressure:dyn-per-centim2,DYN-PER-CentiM2,dyn/cm²,Dyne per Square Centimetre,Exit Plane Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/DYN-PER-CentiM2
exit_plane_pressure:ft_hg,FT_HG,ftHg,Foot Of Mercury,Exit Plane Pressure,40636.66,None,qudt.org,http://qudt.org/vocab/unit/FT_HG
exit_plane_pressure:ft_h2o,FT_H2O,ftH₂0,Foot of Water,Exit Plane Pressure,2989.067,None,qudt.org,http://qudt.org/vocab/unit/FT_H2O
exit_plane_pressure:gigapa,GigaPA,GPa,Gigapascal,Exit Plane Pressure,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaPA
exit_plane_pressure:gm_f-per-centim2,GM_F-PER-CentiM2,gf/cm²,Gram Force Per Square Centimetre,Exit Plane Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/GM_F-PER-CentiM2
exit_plane_pressure:hectobar,HectoBAR,hbar,Hectobar,Exit Plane Pressure,10000000,None,qudt.org,http://qudt.org/vocab/unit/HectoBAR
exit_plane_pressure:hectopa,HectoPA,hPa,Hectopascal,Exit Plane Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/HectoPA
exit_plane_pressure:in_hg,IN_HG,inHg,Inch of Mercury,Exit Plane Pressure,3386.389,None,qudt.org,http://qudt.org/vocab/unit/IN_HG
exit_plane_pressure:in_h2o,IN_H2O,inH₂0,Inch of Water,Exit Plane Pressure,249.080024,None,qudt.org,http://qudt.org/vocab/unit/IN_H2O
exit_plane_pressure:kilobar,KiloBAR,kbar,Kilobar,Exit Plane Pressure,100000000,None,qudt.org,http://qudt.org/vocab/unit/KiloBAR
exit_plane_pressure:kilogm_f-per-m2,KiloGM_F-PER-M2,kgf/m²,Kilogram Force Per Square Metre,Exit Plane Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-M2
exit_plane_pressure:kilogm_f-per-millim2,KiloGM_F-PER-MilliM2,kgf/mm²,Kilogram Force Per Square Millimetre,Exit Plane Pressure,9806650,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-MilliM2
exit_plane_pressure:kilogm_f-per-centim2,KiloGM_F-PER-CentiM2,kgf/cm²,Kilogram Force per Square Centimetre,Exit Plane Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-CentiM2
exit_plane_pressure:kilogm-per-m-sec2,KiloGM-PER-M-SEC2,kg/(m⋅s²),Kilograms per metre per square second,Exit Plane Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/KiloGM-PER-M-SEC2
exit_plane_pressure:kilopa,KiloPA,kPa,Kilopascal,Exit Plane Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA
exit_plane_pressure:kilopa_a,KiloPA_A,KPaA,Kilopascal Absolute,Exit Plane Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA_A
exit_plane_pressure:kilolb_f-per-in2,KiloLB_F-PER-IN2,kpsi,Kilopound Force Per Square Inch,Exit Plane Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KiloLB_F-PER-IN2
exit_plane_pressure:kip_f-per-in2,KIP_F-PER-IN2,kip/in²,Kip per Square Inch,Exit Plane Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KIP_F-PER-IN2
exit_plane_pressure:megabar,MegaBAR,Mbar,Megabar,Exit Plane Pressure,100000000000,None,qudt.org,http://qudt.org/vocab/unit/MegaBAR
exit_plane_pressure:megapa,MegaPA,MPa,Megapascal,Exit Plane Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaPA
exit_plane_pressure:microtorr,MicroTORR,µTorr,MicroTorr,Exit Plane Pressure,0.000133322,None,qudt.org,http://qudt.org/vocab/unit/MicroTORR
exit_plane_pressure:microatm,MicroATM,µatm,Microatmospheres,Exit Plane Pressure,0.101325,None,qudt.org,http://qudt.org/vocab/unit/MicroATM
exit_plane_pressure:microbar,MicroBAR,Î¼bar,Microbar,Exit Plane Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/MicroBAR
exit_plane_pressure:micropa,MicroPA,Î¼Pa,Micropascal,Exit Plane Pressure,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroPA
exit_plane_pressure:millitorr,MilliTORR,mTorr,MilliTorr,Exit Plane Pressure,0.133322,None,qudt.org,http://qudt.org/vocab/unit/MilliTORR
exit_plane_pressure:millibar,MilliBAR,mbar,Millibar,Exit Plane Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/MilliBAR
exit_plane_pressure:millim_hg,MilliM_HG,mmHg,Millimetre of Mercury,Exit Plane Pressure,133.3223874,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HG
exit_plane_pressure:millim_hga,MilliM_HGA,mmHgA,Millimetre of Mercury - Absolute,Exit Plane Pressure,None,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HGA
exit_plane_pressure:millipa,MilliPA,mPa,Millipascal,Exit Plane Pressure,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliPA
exit_plane_pressure:n-per-centim2,N-PER-CentiM2,N/cm²,Newton Per Square Centimetre,Exit Plane Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-CentiM2
exit_plane_pressure:n-per-millim2,N-PER-MilliM2,N/mm²,Newton Per Square Millimetre,Exit Plane Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-MilliM2
exit_plane_pressure:n-per-m2,N-PER-M2,N/m²,Newtons Per Square Metre,Exit Plane Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/N-PER-M2
exit_plane_pressure:psi,PSI,psi,PSI,Exit Plane Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/PSI
exit_plane_pressure:picopa,PicoPA,pPa,PicoPascal,Exit Plane Pressure,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoPA
exit_plane_pressure:lb_f-per-ft2,LB_F-PER-FT2,lbf/ft²,Pound Force per Square Foot,Exit Plane Pressure,47.8802631,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-FT2
exit_plane_pressure:lb_f-per-in2,LB_F-PER-IN2,psia,Pound Force per Square Inch,Exit Plane Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-IN2
exit_plane_pressure:pdl-per-ft2,PDL-PER-FT2,pdl/ft²,Poundal per Square Foot,Exit Plane Pressure,1.48816443,None,qudt.org,http://qudt.org/vocab/unit/PDL-PER-FT2
exit_plane_pressure:atm,ATM,atm,Standard Atmosphere,Exit Plane Pressure,101325,None,qudt.org,http://qudt.org/vocab/unit/ATM
exit_plane_pressure:atm_t,ATM_T,at,Technical Atmosphere,Exit Plane Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/ATM_T
exit_plane_pressure:torr,TORR,Torr,Torr,Exit Plane Pressure,133.322,None,qudt.org,http://qudt.org/vocab/unit/TORR
exit_plane_pressure:pa,PA,Pa,pascal,Exit Plane Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/PA
exit_plane_temperature:deg_f,DEG_F,°F,Degree Fahrenheit,Exit Plane Temperature,0.5555555556,459.669607,qudt.org,http://qudt.org/vocab/unit/DEG_F
exit_plane_temperature:deg_r,DEG_R,°R,Degree Rankine,Exit Plane Temperature,0.5555555556,None,qudt.org,http://qudt.org/vocab/unit/DEG_R
exit_plane_temperature:millideg_c,MilliDEG_C,m°C,Millidegree Celsius,Exit Plane Temperature,0.001,273.15,qudt.org,http://qudt.org/vocab/unit/MilliDEG_C
exit_plane_temperature:deg_c,DEG_C,°C,degree Celsius,Exit Plane Temperature,1,273.15,qudt.org,http://qudt.org/vocab/unit/DEG_C
exit_plane_temperature:k,K,K,kelvin,Exit Plane Temperature,1,None,qudt.org,http://qudt.org/vocab/unit/K
expansion_ratio:ppm-per-k,PPM-PER-K,PPM/K,Parts Per Million per Kelvin,Expansion Ratio,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/PPM-PER-K
expansion_ratio:pptm-per-k,PPTM-PER-K,PPTM/K,Parts Per Ten Million per Kelvin,Expansion Ratio,1.00E-07,None,qudt.org,http://qudt.org/vocab/unit/PPTM-PER-K
expansion_ratio:per-k,PER-K,/K,Reciprocal Kelvin,Expansion Ratio,1,None,qudt.org,http://qudt.org/vocab/unit/PER-K
exposure:a-m2-per-j-sec,A-M2-PER-J-SEC,A⋅m²/(J⋅s),Ampere Square Metre Per Joule Second,Exposure,1,None,qudt.org,http://qudt.org/vocab/unit/A-M2-PER-J-SEC
exposure:c-per-kilogm,C-PER-KiloGM,C/kg,Coulomb per Kilogram,Exposure,1,None,qudt.org,http://qudt.org/vocab/unit/C-PER-KiloGM
exposure:hz-per-t,HZ-PER-T,Hz/T,Hertz per Tesla,Exposure,1,None,qudt.org,http://qudt.org/vocab/unit/HZ-PER-T
exposure:kilor,KiloR,kR,Kiloroentgen,Exposure,0.258,None,qudt.org,http://qudt.org/vocab/unit/KiloR
exposure:megahz-per-t,MegaHZ-PER-T,MHz/T,Mega Hertz per Tesla,Exposure,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaHZ-PER-T
exposure:millic-per-kilogm,MilliC-PER-KiloGM,mC/kg,Millicoulomb Per Kilogram,Exposure,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliC-PER-KiloGM
exposure:millir,MilliR,mR,Milliroentgen,Exposure,2.58E-07,None,qudt.org,http://qudt.org/vocab/unit/MilliR
exposure:per-t-sec,PER-T-SEC,/T⋅s,Reciprocal Tesla Second Unit,Exposure,1,None,qudt.org,http://qudt.org/vocab/unit/PER-T-SEC
exposure:r,R,R,Roentgen,Exposure,0.000258,None,qudt.org,http://qudt.org/vocab/unit/R
exposure_rate:c-per-kilogm-sec,C-PER-KiloGM-SEC,C/kg⋅s,Coulomb Per Kilogram Second,Exposure Rate,1,None,qudt.org,http://qudt.org/vocab/unit/C-PER-KiloGM-SEC
extent_of_reaction:centimol,CentiMOL,cmol,CentiMole,Extent Of Reaction,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiMOL
extent_of_reaction:femtomol,FemtoMOL,fmol,FemtoMole,Extent Of Reaction,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoMOL
extent_of_reaction:nanomol,NanoMOL,nmol,NanoMole,Extent Of Reaction,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoMOL
