externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
ionization_energy:kilov-a_reactive-hr,KiloV-A_Reactive-HR,kV⋅A{Reactive}⋅hr,Kilovolt Ampere Reactive Hour,Ionization Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloV-A_Reactive-HR
ionization_energy:kilow-hr,KiloW-HR,kW⋅h,Kilowatthour,Ionization Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloW-HR
ionization_energy:megaev,MegaEV,MeV,Mega Electron Volt,Ionization Energy,1.60E-13,None,qudt.org,http://qudt.org/vocab/unit/MegaEV
ionization_energy:megaj,MegaJ,MJ,Megajoule,Ionization Energy,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ
ionization_energy:megatoe,MegaTOE,megatoe,Megaton of Oil Equivalent,Ionization Energy,4.19E+16,None,qudt.org,http://qudt.org/vocab/unit/MegaTOE
ionization_energy:megav-a-hr,MegaV-A-HR,MV⋅A⋅hr,Megavolt Ampere Hour,Ionization Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A-HR
ionization_energy:megav-a_reactive-hr,MegaV-A_Reactive-HR,MV⋅A{Reactive}⋅hr,Megavolt Ampere Reactive Hour,Ionization Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A_Reactive-HR
ionization_energy:megaw-hr,MegaW-HR,MW⋅hr,Megawatt Hour,Ionization Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaW-HR
ionization_energy:microj,MicroJ,µJ,Micro Joule,Ionization Energy,1.00E-06,0,qudt.org,http://qudt.org/vocab/unit/MicroJ
ionization_energy:millij,MilliJ,mJ,Millijoule,Ionization Energy,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliJ
ionization_energy:petaj,PetaJ,PJ,Petajoule,Ionization Energy,1E+15,None,qudt.org,http://qudt.org/vocab/unit/PetaJ
ionization_energy:quad,QUAD,quad,Quad,Ionization Energy,1.06E+18,None,qudt.org,http://qudt.org/vocab/unit/QUAD
ionization_energy:thm_eec,THM_EEC,thm{EEC},THM_EEC,Ionization Energy,None,None,qudt.org,http://qudt.org/vocab/unit/THM_EEC
ionization_energy:teraj,TeraJ,TJ,Terajoule,Ionization Energy,1000000000000,None,qudt.org,http://qudt.org/vocab/unit/TeraJ
ionization_energy:teraw-hr,TeraW-HR,TW⋅hr,Terawatt Hour,Ionization Energy,3.6E+15,None,qudt.org,http://qudt.org/vocab/unit/TeraW-HR
ionization_energy:thm_us,THM_US,thm{US},Therm US,Ionization Energy,105480400,None,qudt.org,http://qudt.org/vocab/unit/THM_US
ionization_energy:cal_th,CAL_TH,cal,Thermochemical Calorie,Ionization Energy,4.184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH
ionization_energy:tonenergy,TonEnergy,t/lbf,Ton Energy,Ionization Energy,4184000000,None,qudt.org,http://qudt.org/vocab/unit/TonEnergy
ionization_energy:toe,TOE,toe,Ton of Oil Equivalent,Ionization Energy,41868000000,None,qudt.org,http://qudt.org/vocab/unit/TOE
ionization_energy:v-a-hr,V-A-HR,V⋅A⋅hr,Volt Ampere Hour,Ionization Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A-HR
ionization_energy:v-a_reactive-hr,V-A_Reactive-HR,V⋅A{reactive}⋅hr,Volt Ampere Reactive Hour,Ionization Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A_Reactive-HR
ionization_energy:w-sec,W-SEC,W⋅s,Watt Second,Ionization Energy,1,None,qudt.org,http://qudt.org/vocab/unit/W-SEC
ionization_energy:w-hr,W-HR,W⋅hr,Watthour,Ionization Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/W-HR
ionization_energy:j,J,J,joule,Ionization Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J
isentropic_compressibility:per-pa,PER-PA,/Pa,Reciprocal Pascal,Isentropic Compressibility,1,None,qudt.org,http://qudt.org/vocab/unit/PER-PA
isothermal_moisture_capacity:m3-per-kilogm,M3-PER-KiloGM,m³/kg,Cubic Metre per Kilogram,Isothermal Moisture Capacity,1,None,qudt.org,http://qudt.org/vocab/unit/M3-PER-KiloGM
isothermal_moisture_capacity:millil-per-gm,MilliL-PER-GM,mL/g,Cubic Millilitre per Gram,Isothermal Moisture Capacity,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliL-PER-GM
isothermal_moisture_capacity:millim3-per-gm,MilliM3-PER-GM,mm³/g,Cubic Millimetre per Gram,Isothermal Moisture Capacity,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliM3-PER-GM
isothermal_moisture_capacity:millim3-per-kilogm,MilliM3-PER-KiloGM,mm³/kg,Cubic Millimetre per Kilogram,Isothermal Moisture Capacity,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MilliM3-PER-KiloGM
isothermal_moisture_capacity:decil-per-gm,DeciL-PER-GM,dL/g,Decilitre Per Gram,Isothermal Moisture Capacity,0.1,None,qudt.org,http://qudt.org/vocab/unit/DeciL-PER-GM
isothermal_moisture_capacity:l-per-kilogm,L-PER-KiloGM,L/kg,Litre Per Kilogram,Isothermal Moisture Capacity,0.001,None,qudt.org,http://qudt.org/vocab/unit/L-PER-KiloGM
isothermal_moisture_capacity:millil-per-kilogm,MilliL-PER-KiloGM,mL/kg,Millilitre Per Kilogram,Isothermal Moisture Capacity,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliL-PER-KiloGM
kerma:gray,GRAY,Gy,gray,Kerma,1,None,qudt.org,http://qudt.org/vocab/unit/GRAY
kerma_rate:gray-per-sec,GRAY-PER-SEC,Gy/s,Gray per Second,Kerma Rate,1,None,qudt.org,http://qudt.org/vocab/unit/GRAY-PER-SEC
lagrange_function:j,J,J,joule,Lagrange Function,1,None,qudt.org,http://qudt.org/vocab/unit/J
landau-ginzburg_number:num,NUM,#,Number,Landau-Ginzburg Number,None,None,qudt.org,http://qudt.org/vocab/unit/NUM
lande_g-factor:unitless,UNITLESS,ä¸,Unitless,Lande G-Factor,1,None,qudt.org,http://qudt.org/vocab/unit/UNITLESS
larmor_angular_frequency:deg-per-hr,DEG-PER-HR,°/h,Degree per Hour,Larmor Angular Frequency,4.85E-06,None,qudt.org,http://qudt.org/vocab/unit/DEG-PER-HR
larmor_angular_frequency:deg-per-min,DEG-PER-MIN,°/min,Degree per Minute,Larmor Angular Frequency,0.000290888209,None,qudt.org,http://qudt.org/vocab/unit/DEG-PER-MIN
